l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
28790,858,5106,115000,3,1,60,,,,1592.758022,,,,,,"SRID=4326;LINESTRING(-70.9984318926763 42.1671943691884,-70.9795455749586 42.1647688131006)"
8858,18277,18278,,3,1,60,,,,6946.626901,,,,,,"SRID=4326;LINESTRING(-80.1177358649839 34.7147929828223,-80.046463889668 34.6996209805105)"
3706,20941,31189,,3,1,60,,,,4071.8234,,,,,,"SRID=4326;LINESTRING(-66.867068623438 45.9637801970149,-66.8734918921298 45.9999999984003)"
6983,9461,28948,230000,3,1,60,Moshannon - Milesburg 230kV,West Penn Power Company,,49362.80411,,,,,,"SRID=4326;LINESTRING(-78.2516936741931 41.1937376416288,-77.7873153952855 40.9404501860043)"
7644,1508,29226,,3,1,60,,,,2001.686286,,,,,,"SRID=4326;LINESTRING(-78.879884273157 36.004031892792,-78.9032165244192 36.0082503972712)"
6189,6662,28667,230000,6,1,60,230kV Transmission Line,,,6500.1026,,,,,,"SRID=4326;LINESTRING(-80.1689923969168 36.1134646941365,-80.1636435480327 36.171656685204)"
25790,862,19542,345000;161000,6,1,60,,,,5483.206859,,,,,,"SRID=4326;LINESTRING(-93.501979194026 41.604621871614,-93.5221942340134 41.5572407914555)"
5964,5622,28588,138000,6,1,60,,,,326.4959831,,,,,,"SRID=4326;LINESTRING(-100.028154254541 32.1935302186844,-100.023240003285 32.1975609518144)"
32957,9520,9521,230000;115000;230000;230000;115000,3,1,60,,,,65456.78992,,,,,,"SRID=4326;LINESTRING(-123.829319626604 45.4579235637844,-123.152791955885 45.2808013055833)"
19691,25444,25443,,3,1,60,,,,1438.934104,,,,,,"SRID=4326;LINESTRING(-75.3106833336914 40.6538232751659,-75.310230043799 40.6662287714682)"
10126,3741,21148,345000,3,1,60,Iatan - Saint Joseph 345kv,,,11783.1473,,,,,,"SRID=4326;LINESTRING(-94.7946818563917 39.8440487297868,-94.7620451263995 39.7454054931993)"
41318,1478,1862,220000,6,1,60,,Southern California Edison Company,,10713.56503,,,,,,"SRID=4326;LINESTRING(-118.175192055728 33.8802321680325,-118.147836867674 33.975749309928)"
5314,8184,28408,230000,3,1,60,,,,19678.52013,,,,,,"SRID=4326;LINESTRING(-106.551887570466 41.8572311103802,-106.3947149727 41.9605357909177)"
7351,1771,29116,230000,3,1,60,,Orlando Utilities Commission,,9524.450874,,,,,,"SRID=4326;LINESTRING(-81.2109651886375 28.5459205900361,-81.1598797292138 28.4936110893934)"
27612,21016,3726,230000,3;6;3,1,60,,,,1447.576842,,,,,,"SRID=4326;LINESTRING(-104.678813449119 39.9573178987032,-104.679633933031 39.9441715465602)"
15100,6911,23370,345000,3,1,60,,,,79489.39908,,,,,,"SRID=4326;LINESTRING(-74.9983094433232 42.2557818227433,-74.8007887088102 41.7992982755595)"
15848,9582,23681,230000,3,1,60,230kV transmission line,,,15010.51662,,,,,,"SRID=4326;LINESTRING(-86.8617434786473 33.5440653762174,-86.9444322016682 33.6247663159204)"
2339,16964,30631,,3,1,60,,,,3469.925353,,,,,,"SRID=4326;LINESTRING(-83.7430913131857 42.3761000310228,-83.7360833688716 42.351340565683)"
21429,26264,26265,,3,1,60,,,,2337.575754,,,,,,"SRID=4326;LINESTRING(-82.7002253998477 34.4762281736282,-82.7234779316511 34.4766767892471)"
8204,8669,29431,230000,6,1,60,,,,15035.32475,,,,,,"SRID=4326;LINESTRING(-111.839099491771 33.5911205009084,-111.938186938282 33.7031437872211)"
26689,18063,19967,,3,1,60,,,,4678.967679,,,,,,"SRID=4326;LINESTRING(-121.824300788299 45.7226352609847,-121.765499315588 45.7267405769222)"
7379,19508,29126,,3,1,60,,,,5187.268646,,,,,,"SRID=4326;LINESTRING(-87.7816774076589 41.8089578796942,-87.7220570779169 41.8295317566025)"
31810,8340,8325,,3,1,60,,,,14089.24336,,,,,,"SRID=4326;LINESTRING(-83.4330341005953 34.1639316051049,-83.3981001115762 34.0534264333528)"
16737,10548,24101,230000,3,1,60,,Entergy,1368,2803.259865,,,,,,"SRID=4326;LINESTRING(-91.1778227491063 30.4523602797681,-91.1760633081632 30.4759605016721)"
37486,14773,14848,230000,3,1,60,,Entergy,532,5047.164095,,,,,,"SRID=4326;LINESTRING(-93.971786841525 29.9537727098556,-94.0109482585294 29.9856720912915)"
32659,1101,9192,230000,3,1,60,,,,56063.67618,,,,,,"SRID=4326;LINESTRING(-83.549024608001 31.4784077433194,-83.562797712753 31.9865905074043)"
14233,7858,22949,,3,1,60,,,,120.8572099,,,,,,"SRID=4326;LINESTRING(-119.096944334911 35.3791522294702,-119.094761263506 35.3760211036837)"
16897,24172,24173,,3,1,60,,,,53.36318221,,,,,,"SRID=4326;LINESTRING(-72.7058614113698 41.8442157606171,-72.7056965705151 41.8446939095316)"
21308,26213,26212,,3,1,60,,,,469.2692113,,,,,,"SRID=4326;LINESTRING(-80.130318477337 40.4293605176455,-80.1305560817297 40.4322494551491)"
8032,29087,29368,500000,3,1,60,,Bonneville Power Administration,Grizzly - Captain Jack,53553.26151,,,,,,"SRID=4326;LINESTRING(-120.920485620764 43.2434956527749,-120.853780240336 43.7204005608479)"
9882,3733,21018,735000,3,1,60,HQ 7002,Hydro-Québec,7002,11955.16036,,,,,,"SRID=4326;LINESTRING(-71.7232483281793 46.7927794121352,-71.876185589626 46.8209032922518)"
28605,21674,4897,230000;115000,3;6,1,60,,,,3207.206607,,,,,,"SRID=4326;LINESTRING(-106.024060978845 39.5968367862316,-105.991686934253 39.6089783719058)"
36295,13674,13675,,3,1,60,,,,2052.915454,,,,,,"SRID=4326;LINESTRING(-71.4682972846675 43.5364265149224,-71.450404425387 43.5306977588783)"
3558,31127,31128,230000,3,1,60,,,,1917.032744,,,,,,"SRID=4326;LINESTRING(-119.320829608041 45.9231913666908,-119.328629042245 45.9397906005894)"
5944,8296,28583,138000,3,1,60,,,,2239.780686,,,,,,"SRID=4326;LINESTRING(-97.0352514625902 33.0721697374195,-97.0097498094497 33.0656987790817)"
5642,4456,28500,,3,1,60,,,,410.3093208,,,,,,"SRID=4326;LINESTRING(-82.7836857837248 38.5729248029312,-82.7747236504869 38.5692391530952)"
14385,8015,23026,230000,3,1,60,,,,69590.52697,,,,,,"SRID=4326;LINESTRING(-112.926359003837 43.5336908213846,-112.61618689292 44.0899976739784)"
15446,30483,23534,345000,3,1,60,,,,115027.9001,,,,,,"SRID=4326;LINESTRING(-86.5160548244818 38.8713299621548,-87.6779709505261 38.4636116944276)"
946,265,30043,230000,6;3,1,60,,,,15760.42952,,,,,,"SRID=4326;LINESTRING(-97.4289108662091 49.9932814963985,-97.4794279098252 50.116032524805)"
11942,6212,18519,,3,1,60,,,,925.7682057,,,,,,"SRID=4326;LINESTRING(-83.0432534496017 36.783881940582,-83.0481247634185 36.7922397689833)"
32878,8977,9425,230000,3,1,60,Watercure - Oakdale 230kV,,,42154.6279,,,,,,"SRID=4326;LINESTRING(-76.7712850411323 42.1083699060979,-76.2696000992561 42.1434863670686)"
9159,1194,20667,230000,6,1,60,,,,23402.45676,,,,,,"SRID=4326;LINESTRING(-122.698545340996 44.7996488972478,-122.897924186576 44.9561149686175)"
11681,3155,18499,138000,3,1,60,,,,49116.49294,,,,,,"SRID=4326;LINESTRING(-96.4254556631821 30.1111811365763,-96.9206139294695 30.0501730271132)"
39817,13348,17383,240000,6;3;3;3;3,1,60,,,,3776.605785,,,,,,"SRID=4326;LINESTRING(-113.891190036642 51.0070672508274,-113.887421025073 50.9708072046592)"
18562,11487,24904,,3,1,60,,,,6772.926864,,,,,,"SRID=4326;LINESTRING(-82.5899585373525 43.1648054659193,-82.5057793073823 43.168714476297)"
27707,3671,3815,,6;3;6,1,60,,,,33419.47321,,,,,,"SRID=4326;LINESTRING(-104.702367754809 38.6320872679227,-104.62823543834 38.7959162438208)"
22921,2936,19240,345000,6,1,60,Ramapo to Buchanan 345 kV transmission line,ConEd,Y94,8035.602514,,,,,,"SRID=4326;LINESTRING(-74.1551365034118 41.1497915166202,-74.0799808841588 41.1825489887972)"
31801,8314,8317,230000,3,1,60,,,,49007.80818,,,,,,"SRID=4326;LINESTRING(-83.4024916622043 33.3044193633787,-83.6793163936725 33.6741252682878)"
34535,986,11482,315000,3;6,1,60,,,,15009.32705,,,,,,"SRID=4326;LINESTRING(-77.7384302454398 53.726171446627,-77.5490567148878 53.7813203328471)"
10106,21137,21138,115000,6,1,60,,,,7116.55672,,,,,,"SRID=4326;LINESTRING(-86.8871783465294 21.0729776224705,-86.9041996245329 21.0426524990774)"
17808,24583,24584,,3,1,60,,,,922.6564587,,,,,,"SRID=4326;LINESTRING(-85.5516045046036 42.2018901585744,-85.5451671772776 42.2055062770889)"
13759,18467,22728,,3,1,60,,,,9091.435515,,,,,,"SRID=4326;LINESTRING(-97.3358286386873 36.5606043952966,-97.427825286597 36.5259280980013)"
26704,28378,19973,,3,1,60,,,,3502.185206,,,,,,"SRID=4326;LINESTRING(-67.2484740927365 45.996595863181,-67.2366146904102 45.9679870760085)"
15090,8955,23366,345000,3,1,60,,,,210.5156187,,,,,,"SRID=4326;LINESTRING(-83.0084992981681 42.7180515928257,-83.0062715356791 42.721398868414)"
15171,221,23405,345000,3,1,60,,,,41283.23852,,,,,,"SRID=4326;LINESTRING(-89.6052906223894 44.5000595771289,-89.7123162245316 44.837189701225)"
29812,2284,6274,115000,3,1,60,,,,1297.749526,,,,,,"SRID=4326;LINESTRING(-96.6489792343787 43.5991571910262,-96.6618017744165 43.5896577668988)"
16266,28740,23875,230000,3,1,60,230kV transmission line,,,24909.68977,,,,,,"SRID=4326;LINESTRING(-86.5754862917357 32.3816217248281,-86.3776486173166 32.3578800608202)"
18688,24951,24952,,3,1,60,,,,77.48780552,,,,,,"SRID=4326;LINESTRING(-104.818351726642 38.8858260205283,-104.818753992226 38.8864647800144)"
38527,15954,15955,,3,1,60,,,,18799.78065,,,,,,"SRID=4326;LINESTRING(-92.1208806319671 37.786959092109,-92.309125354182 37.758523563442)"
25993,15953,18122,,3,1,60,,,,6598.095524,,,,,,"SRID=4326;LINESTRING(-84.8739554375652 34.2115287821055,-84.9244298786465 34.2538449946546)"
41014,1527,1528,220000;69000,12;3,1,60,,,,6416.830305,,,,,,"SRID=4326;LINESTRING(-76.443262969614 38.3705292378109,-76.4559392091958 38.3485527807661)"
6590,23176,28788,230000,3,1,60,,,,63144.50565,,,,,,"SRID=4326;LINESTRING(-115.731973692952 43.1784910660782,-116.334511257679 43.5067329340162)"
14198,7821,22936,220000,3,1,60,,,,3545.336907,,,,,,"SRID=4326;LINESTRING(-118.983975126355 35.4514128619089,-118.945802173936 35.4567331705664)"
15814,9651,23665,,3,1,60,,,,278.3500333,,,,,,"SRID=4326;LINESTRING(-92.970980327488 47.4772038388438,-92.9699109854836 47.480107260194)"
10989,11824,21552,230000,6,1,60,,,,110.5156498,,,,,,"SRID=4326;LINESTRING(-112.218587008175 33.5569732801124,-112.218282000575 33.5595054983682)"
34593,7315,11552,,3,1,60,,,,27336.15724,,,,,,"SRID=4326;LINESTRING(-95.7806871142529 40.6181717310333,-95.9249568556306 40.4805698798076)"
5459,10435,28450,230000,3,1,60,,,,72.54091311,,,,,,"SRID=4326;LINESTRING(-114.995752848573 36.0410818482591,-114.998782124568 36.0385987952301)"
12737,28143,22321,,3,1,60,,,,22073.38561,,,,,,"SRID=4326;LINESTRING(-77.3838584148322 43.0550984598211,-77.3293407889012 43.2249071185466)"
14253,13636,22959,230000;115000,6,1,60,,,,14416.53037,,,,,,"SRID=4326;LINESTRING(-117.727387200962 48.266750139629,-117.852685064498 48.3564241928103)"
22877,26983,26984,,3,1,60,,,,96.4054633,,,,,,"SRID=4326;LINESTRING(-96.8728009188091 19.5093785723928,-96.8734191393877 19.5087118478135)"
25537,682,19432,345000,3,1,60,Chief Joseph - Snohomish 345kV transmission line,Bonneville Power Administration,Chief Joseph - Snohomish,53690.80386,,,,,,"SRID=4326;LINESTRING(-119.651782318811 47.9859756607647,-120.200679096248 47.7121809754628)"
27780,3880,3881,230000,6,1,60,,,,87.77248569,,,,,,"SRID=4326;LINESTRING(-111.941983967192 33.3518168056261,-111.936035108821 33.3540053471833)"
8583,2709,20426,,3,1,60,,,,181.8936615,,,,,,"SRID=4326;LINESTRING(-74.7560404217537 45.0264341828891,-74.7589379963537 45.0259641068974)"
23454,24871,27244,69000,3,1,60,,Tampa Electric,,715.5621014,,,,,,"SRID=4326;LINESTRING(-82.4864385793152 28.0226738162396,-82.4885124299801 28.0179912969858)"
38672,19390,331,230000,6;3;3,1,60,,,,4326.676106,,,,,,"SRID=4326;LINESTRING(-122.175652826664 47.8143777758661,-122.179397843842 47.8546895166652)"
25195,28042,28043,,3,1,60,,,,91.1025579,,,,,,"SRID=4326;LINESTRING(-90.4467434970371 38.2130342964314,-90.4456859104531 38.2130066988305)"
4429,2847,29539,230000,3,2,60,,,,12285.34127,,,,,,"SRID=4326;LINESTRING(-75.6260939948526 39.6081212060554,-75.7295819045966 39.6335791735502)"
7489,23543,29168,345000,6,2,60,,,,1066.385738,,,,,,"SRID=4326;LINESTRING(-86.1922405647562 39.7000631899786,-86.1948564949624 39.7111044966944)"
12355,8841,22133,345000,6,1,60,,,,3893.652135,,,,,,"SRID=4326;LINESTRING(-97.0349034223249 32.6905935982714,-97.0424174869901 32.6558150970077)"
12909,22383,22385,,3,1,60,,,,19.45001348,,,,,,"SRID=4326;LINESTRING(-120.91139129441 37.8564895582034,-120.911152612039 37.8564811179477)"
15879,9695,23698,230000;230000;115000;230000,3;6;3,1,60,,,,3049.865522,,,,,,"SRID=4326;LINESTRING(-102.767649773569 33.1249041411023,-102.78428349307 33.1094476096675)"
28136,4307,4313,,3,1,60,,,,18152.6777,,,,,,"SRID=4326;LINESTRING(-76.9509601752438 42.679559223174,-77.0287384436916 42.8285295607144)"
9339,20768,20776,,3,1,60,,,,5496.662066,,,,,,"SRID=4326;LINESTRING(-72.5601403890725 46.3233282596467,-72.6117934280779 46.356144197026)"
32414,8932,8935,,3,1,60,,,,120.2900088,,,,,,"SRID=4326;LINESTRING(-86.196301982903 42.9105389433108,-86.2001260035824 42.9099067731619)"
20250,6433,19093,230000,3,1,60,2L126,,,54011.59036,,,,,,"SRID=4326;LINESTRING(-123.801131888197 48.8067257824774,-123.461491712379 48.4928102849318)"
3268,18291,31014,,3,1,60,,,,3572.119077,,,,,,"SRID=4326;LINESTRING(-80.6834499151582 34.2649810049495,-80.6552898508258 34.2436404276225)"
8281,20281,20282,345000,3,1,60,,ATSI,,14017.83347,,,,,,"SRID=4326;LINESTRING(-81.6715289048857 41.2688797034694,-81.6969777277272 41.1496894602447)"
32638,7197,9179,230000,3,1,60,,,,38814.23909,,,,,,"SRID=4326;LINESTRING(-104.240869838845 32.8143760505451,-104.413533208133 32.5806797854348)"
32499,9024,9029,345000,3,1,60,,,,17593.68017,,,,,,"SRID=4326;LINESTRING(-88.2076027129041 44.321668491797,-88.1318480039698 44.2207409042117)"
9843,18344,18345,,3,1,60,,,,4954.509584,,,,,,"SRID=4326;LINESTRING(-78.0459399166149 42.1545373991247,-78.0995496659722 42.1707115707003)"
13246,6608,22494,230000;230000;115000;230000;115000;115000;230000,3;6;6;3;3,1,60,,,,9012.361804,,,,,,"SRID=4326;LINESTRING(-104.911696900571 41.1288462747585,-104.814250737707 41.1131494190257)"
3208,9463,30989,230000,3,1,60,Forest - Elko 230kV,Pennsylvania Electric Company,,11449.12617,,,,,,"SRID=4326;LINESTRING(-78.5986977322367 41.3650765684233,-78.6738677147044 41.4126774642822)"
35005,12097,12098,,3,1,60,,,,12479.20082,,,,,,"SRID=4326;LINESTRING(-76.8483369808123 39.9412964940176,-76.9887566895972 39.9086740836969)"
37953,2015,446,230000,6,1,60,,Hydro-Québec,2321;2327,14128.25816,,,,,,"SRID=4326;LINESTRING(-73.4050450513394 45.7030989132003,-73.3653921642176 45.6008675453238)"
18552,11530,24899,,3,1,60,,,,192.8265616,,,,,,"SRID=4326;LINESTRING(-83.2948070953124 42.6780993184402,-83.2951829362866 42.6751987170352)"
23486,16248,27259,230000,6,1,60,,,,15289.80117,,,,,,"SRID=4326;LINESTRING(-100.847655398142 22.0313163513332,-100.806452581061 21.9326371589643)"
40732,68,1261,,3,1,60,,,,375.8018197,,,,,,"SRID=4326;LINESTRING(-101.841963386544 47.3644028309128,-101.842334755378 47.3709945054577)"
6902,8317,28914,230000,3,1,60,,,,12620.05333,,,,,,"SRID=4326;LINESTRING(-83.6793163936725 33.6741252682878,-83.6846490367926 33.7857257119645)"
15134,23386,23387,345000;115000,6,1,60,,,,4465.543566,,,,,,"SRID=4326;LINESTRING(-92.1699808082483 46.6565923632423,-92.2173842769706 46.666855595282)"
38346,15727,15750,,3,1,60,,,,5421.528032,,,,,,"SRID=4326;LINESTRING(-104.528958542497 38.3190752716216,-104.470576369019 38.3219637283822)"
5599,5777,28491,,3,1,60,,,,7837.071403,,,,,,"SRID=4326;LINESTRING(-78.7556099518399 43.0862423654273,-78.7193432779632 43.1476502095389)"
18493,11943,24869,,3,1,60,,,,1588.939797,,,,,,"SRID=4326;LINESTRING(-96.6519289809837 34.7522451093583,-96.6524687036219 34.7670470564934)"
20221,24504,25730,500000;115000,9,1,60,,,,13470.67478,,,,,,"SRID=4326;LINESTRING(-80.3473183021463 42.9755398928999,-80.192378678572 43.0091627175929)"
15341,21765,23488,,3,1,60,,,,2000.030851,,,,,,"SRID=4326;LINESTRING(-97.4869318271777 35.4608354885262,-97.4678894296165 35.4607081745709)"
20651,8638,19114,,3,1,60,,,,28247.06959,,,,,,"SRID=4326;LINESTRING(-96.3294092864449 42.5949205770552,-96.3208309128188 42.3593298713906)"
26731,8955,19984,345000,3;6;3,1,60,,,,4627.695541,,,,,,"SRID=4326;LINESTRING(-83.0084992981681 42.7180515928257,-83.0076438021072 42.7610336055831)"
24166,2007,27561,345000,3;6;6;3,1,60,Wakefield Junction - Golden Hills 345kV transmission line,NStar,324;372,9207.900303,,,,,,"SRID=4326;LINESTRING(-71.0504467652726 42.4696183767784,-71.0671332901752 42.3936281130283)"
32715,1873,9261,115000,3,1,60,,,,6091.477891,,,,,,"SRID=4326;LINESTRING(-93.0116239998846 44.8874113989342,-92.9653751925351 44.9274436498492)"
3023,2541,30915,345000,3,1,60,,,,7529.108943,,,,,,"SRID=4326;LINESTRING(-80.1214961825707 40.4043419379581,-80.2023356884911 40.3838000255072)"
14901,8775,23277,230000,6,1,60,,,,4097.285203,,,,,,"SRID=4326;LINESTRING(-116.821257445061 43.9055578969936,-116.849396788527 43.8761982951551)"
10619,21367,21368,345000,3,1,60,,,,454.4161734,,,,,,"SRID=4326;LINESTRING(-98.175614370133 29.6150559941585,-98.1794298744708 29.6164361042195)"
4024,19213,31299,220000,6;3;3;6,2,60,,,,36518.38196,,,,,,"SRID=4326;LINESTRING(-118.215215019607 34.1777736072696,-118.491184171315 34.3137298872755)"
28157,9756,4357,500000,3,2,60,Sunbury - Susquehanna 500kV,PPL Electric Utilities,5045,69633.47577,,,,,,"SRID=4326;LINESTRING(-76.8276847799251 40.8362411302846,-76.1495728366016 41.0877976178979)"
19372,25290,25288,,3,1,60,,,,2192.382591,,,,,,"SRID=4326;LINESTRING(-88.3287936365061 44.8706224947735,-88.3459149868322 44.8615246710164)"
10839,4345,21482,,3,1,60,,,,5249.280744,,,,,,"SRID=4326;LINESTRING(-75.8693468545381 41.2333618383748,-75.8262024902295 41.2070217699387)"
790,29976,29977,230000,6,1,60,Richview to Trafalgar 230kV,Hydro One,R14T;R17T,1082.968555,,,,,,"SRID=4326;LINESTRING(-79.6581911679773 43.5895280857707,-79.6495666107351 43.5976414453508)"
29577,5880,5970,,3,1,60,,,,5198.324347,,,,,,"SRID=4326;LINESTRING(-77.9678097635773 43.1653197174756,-77.9580450535911 43.2103907654007)"
15469,18741,23541,230000,3,1,60,,,,996.6640365,,,,,,"SRID=4326;LINESTRING(-87.4265226210329 39.5364394099942,-87.4270534355343 39.5276489017802)"
11074,4606,21593,,3,1,60,,,,3857.501431,,,,,,"SRID=4326;LINESTRING(-74.026051708397 45.1529543828796,-74.0435855505912 45.1789843622179)"
31819,8318,8330,230000,3,1,60,,,,46593.84895,,,,,,"SRID=4326;LINESTRING(-82.5979910668541 34.0241846152559,-82.2932550380904 34.3041949921909)"
39848,17407,17423,240000,6;3;3;3;3;3;3,1,60,,,,7826.540739,,,,,,"SRID=4326;LINESTRING(-111.498761450443 56.9712636726694,-111.493411115338 57.0157070649254)"
37480,14847,14842,230000,3,1,60,,Entergy,,2199.065417,,,,,,"SRID=4326;LINESTRING(-93.8972246505424 29.9617856867639,-93.8899277057535 29.945671967105)"
13486,6900,22591,230000,3,1,60,,,,20.26672765,,,,,,"SRID=4326;LINESTRING(-78.7115174922367 35.4115086046145,-78.7109777233139 35.4123741030575)"
31579,7258,8134,230000,3,1,60,,,,12714.24137,,,,,,"SRID=4326;LINESTRING(-83.0451887546596 32.4162566422487,-82.9836068762841 32.5083479368739)"
14558,8166,23102,,3,1,60,,,,1930.472641,,,,,,"SRID=4326;LINESTRING(-111.65438077815 40.3156359089907,-111.6704952692 40.3249204124627)"
30376,2595,6934,345000,6,1,60,,,,22128.82913,,,,,,"SRID=4326;LINESTRING(-97.329065441643 35.3319806949271,-97.1321748857245 35.2486797694818)"
34915,11965,11964,230000,3,1,60,,,,26113.6422,,,,,,"SRID=4326;LINESTRING(-82.4056706992396 27.7176875937441,-82.3455915265024 27.6039449099892)"
24790,27841,27845,,3,1,60,,,,689.3592552,,,,,,"SRID=4326;LINESTRING(-119.546499226388 39.5640490079986,-119.552921911175 39.5606250206261)"
4675,9644,29612,161000,3,1,60,,,,10076.35106,,,,,,"SRID=4326;LINESTRING(-108.71574645016 45.8489757590938,-108.591343161142 45.8570643816334)"
10509,21330,21331,,3,1,60,,,,7392.953068,,,,,,"SRID=4326;LINESTRING(-98.3031717268799 19.1777008212694,-98.2554231254255 19.1327729308373)"
18017,11499,24673,,3,1,60,,,,1151.961441,,,,,,"SRID=4326;LINESTRING(-84.4354339300297 42.20323423268,-84.4422187257076 42.2096028573252)"
25729,19180,19515,230000,6,1,60,,,,8006.73201,,,,,,"SRID=4326;LINESTRING(-111.747648424849 33.3573017841053,-111.758721508199 33.4259939024479)"
39134,16563,16565,230000,6,1,60,,,,1951.487718,,,,,,"SRID=4326;LINESTRING(-99.3015001674218 19.3454305113633,-99.3223085655748 19.3481254038213)"
1587,29873,30304,,3,1,60,,,,2508.797259,,,,,,"SRID=4326;LINESTRING(-78.8328409805212 36.1346105530926,-78.8490973943397 36.116249963636)"
32758,1216,9303,345000,3,1,60,,,,50695.00922,,,,,,"SRID=4326;LINESTRING(-87.0133083101907 39.0719064830915,-86.5203599304501 39.2961265638196)"
38682,10342,16101,400000,6;3;3;3;6;6;6;3;3;3,1,60,,,,266342.416,,,,,,"SRID=4326;LINESTRING(-90.762620350758 18.6115498991018,-89.5693054810873 20.4067294077947)"
10918,4433,21516,400000,3,1,60,,,,144713.2676,,,,,,"SRID=4326;LINESTRING(-104.602681639528 21.3948094722476,-103.532415912707 20.8103780892696)"
31505,8044,8046,230000,3,1,60,,,,22917.31804,,,,,,"SRID=4326;LINESTRING(-83.077485244905 33.193089276562,-83.2979980769125 33.1957496104434)"
1713,5065,30358,115000,3,1,60,,PNM,,10005.11391,,,,,,"SRID=4326;LINESTRING(-106.48294548897 35.348625364147,-106.376459360897 35.3603564454943)"
29214,734,5586,230000,6,1,60,,,,5511.023133,,,,,,"SRID=4326;LINESTRING(-80.5595474439239 43.4280567540724,-80.5664940385871 43.4707922584362)"
3045,4178,30924,345000,3,1,60,,,,21217.92644,,,,,,"SRID=4326;LINESTRING(-110.967289633489 31.997752881664,-111.123981582813 31.9464619436966)"
7617,1363,29214,115000,6;12;6,1,60,,,,3435.996273,,,,,,"SRID=4326;LINESTRING(-76.500371367596 39.2699749781451,-76.5131669569395 39.238059988676)"
24218,977,19303,,3,1,60,,,,3431.597202,,,,,,"SRID=4326;LINESTRING(-112.018307096969 41.1759186105949,-112.057519317666 41.1809726753103)"
26389,1445,19826,230000,6,1,60,,,,217.3781366,,,,,,"SRID=4326;LINESTRING(-76.8709366269533 38.7383831449339,-76.874656621382 38.7347857901794)"
29406,3986,5797,69000,3,1,60,,,,131.6316583,,,,,,"SRID=4326;LINESTRING(-94.0083214905333 44.1985861540227,-94.0062091598246 44.1955485507297)"
42359,2852,2874,500000,3,1,60,Salem to Deans 500 kV transmission line,,5015,1805.857628,,,,,,"SRID=4326;LINESTRING(-74.6750726289012 40.1415701844018,-74.6585139307112 40.1535322642534)"
417,10382,29816,,3,1,60,Powerline,,,114120.3259,,,,,,"SRID=4326;LINESTRING(-93.3822566807855 32.0782863940171,-92.8180472341316 32.5695943631594)"
23583,27299,27300,230000,3,1,60,,,,348.6301903,,,,,,"SRID=4326;LINESTRING(-100.618063199736 21.2450271136173,-100.614872743173 21.2460635605257)"
25424,607,19377,,3,1,60,,,,114.1468605,,,,,,"SRID=4326;LINESTRING(-111.930910127178 41.2222343270441,-111.928543880412 41.2222803736604)"
7695,30017,29241,,3,1,60,,,,33470.9125,,,,,,"SRID=4326;LINESTRING(-81.6788037477806 30.7867383778868,-82.0042596020141 30.8477852835084)"
10771,21427,21449,,3,1,60,,,,2527.827257,,,,,,"SRID=4326;LINESTRING(-73.1530959400693 45.978445318548,-73.1580011008467 46.0006217082565)"
11505,15378,18480,,6,1,60,,,,4975.840635,,,,,,"SRID=4326;LINESTRING(-95.9617173222556 36.7496475350431,-95.955393021304 36.7945872926389)"
40534,28868,1077,115000,3,1,60,,,,2360.36682,,,,,,"SRID=4326;LINESTRING(-122.244384728784 47.4031940176702,-122.241418078062 47.380357946487)"
27072,2103,20158,230000,6,1,60,,,,8325.93149,,,,,,"SRID=4326;LINESTRING(-85.9893351420866 39.5817885278927,-85.9431804962774 39.5146944606639)"
42570,3158,3160,500000,3,1,60,,TVA,,3719.535916,,,,,,"SRID=4326;LINESTRING(-89.8034029079556 35.3860628520983,-89.833461361868 35.4111320238326)"
4162,25972,29466,345000,3,1,60,Seabrook - West Amesbury - Ward Hill 345kV transmission line,,394,16533.87547,,,,,,"SRID=4326;LINESTRING(-70.9686731739647 42.8365394628144,-70.850332602787 42.8991330202365)"
10969,28379,21541,,3;6,1,60,,,,7054.618161,,,,,,"SRID=4326;LINESTRING(-119.884293961947 34.468647182441,-119.820016018309 34.4783740718095)"
29272,5647,5641,,3,1,60,,,,56017.88333,,,,,,"SRID=4326;LINESTRING(-64.63877427043 48.8423585313834,-64.7011588816616 48.3536025363426)"
36803,3803,14221,345000,6,2,60,,,,11421.25511,,,,,,"SRID=4326;LINESTRING(-98.5723432416194 29.2806409023205,-98.4556648611226 29.2714349239075)"
6355,22774,28713,138000,3,1,60,,,,500.8326582,,,,,,"SRID=4326;LINESTRING(-97.1853534624119 35.5185246166329,-97.1842815571301 35.5128280526711)"
33439,9632,10055,,3,1,60,,,,2625.758974,,,,,,"SRID=4326;LINESTRING(-86.881835468375 33.5172757538075,-86.854656711968 33.5213183628846)"
12415,22145,22168,,3,1,60,,,,13193.65286,,,,,,"SRID=4326;LINESTRING(-78.4693632512359 43.0407142787745,-78.501369865483 43.1463033640274)"
8186,22990,29425,345000,3,1,60,,,,46577.29867,,,,,,"SRID=4326;LINESTRING(-96.8142557354495 44.7598027055446,-96.5319220431306 44.3939441791196)"
37307,431,408,345000,3;6,1,60,,,,74321.52728,,,,,,"SRID=4326;LINESTRING(-111.904055144874 39.8239163892665,-111.948535526687 40.4676698155218)"
